year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error
2025,30911,https://ijs.usfigureskating.org/leaderboard/results/2025/30911/index.asp,200,2025 Eastern Adult Sectional FS Championships,03/14/2025,03/16/2025,"Extreme Ice Center, Indian Trail, NC",2026-05-11T16:21:00+00:00,
2025,30914,https://ijs.usfigureskating.org/leaderboard/results/2025/30914/index.asp,200,2025 Midwestern Adult Sectional FS Championships,03/21/2025,03/23/2025,"Madison, WI",2026-05-11T16:21:01+00:00,
2025,30917,https://ijs.usfigureskating.org/leaderboard/results/2025/30917/index.asp,200,2025 Pacific Coast Adult Sectional FS Championship,03/13/2025,03/16/2025,"Paramount, CA",2026-05-11T16:21:01+00:00,
2025,30920,https://ijs.usfigureskating.org/leaderboard/results/2025/30920/index.asp,200,2025 U.S. Adult Figure Skating Championships,03/31/2025,04/05/2025,"St Louis Park, MN",2026-05-11T16:21:02+00:00,
2025,34237,https://ijs.usfigureskating.org/leaderboard/results/2025/34237/index.asp,200,2025 U.S. Synchronized Skating Championships,02/25/2025,03/01/2025,"Colorado Springs, CO",2026-05-11T16:32:02+00:00,
2025,34239,https://ijs.usfigureskating.org/leaderboard/results/2025/34239/index.asp,200,2025 Eastern Synchronized Skating Sectional Champi,01/22/2025,01/25/2025,"Hershey, PA",2026-05-11T16:32:03+00:00,
2025,34240,https://ijs.usfigureskating.org/leaderboard/results/2025/34240/index.asp,200,2025 Midwestern Synchronized Skating Sectional Cha,01/29/2025,02/01/2025,"Kalamazoo, MI",2026-05-11T16:32:03+00:00,
2025,34241,https://ijs.usfigureskating.org/leaderboard/results/2025/34241/index.asp,200,2025 Pacific Coast Synchronized Skating Sectional,01/30/2025,02/01/2025,"Irvine, CA",2026-05-11T16:32:03+00:00,
2025,34252,https://ijs.usfigureskating.org/leaderboard/results/2025/34252/index.asp,200,2026 Eastern Sectional Singles Final,11/10/2025,11/16/2025,"North Charleston, SC",2026-05-11T16:32:06+00:00,
2025,34253,https://ijs.usfigureskating.org/leaderboard/results/2025/34253/index.asp,200,2026 Midwestern Sectional Singles - U.S. Pairs Fin,11/16/2025,11/21/2025,"East Lansing, MI",2026-05-11T16:32:06+00:00,
2025,34254,https://ijs.usfigureskating.org/leaderboard/results/2025/34254/index.asp,200,2026 Pacific Coast Sectional Singles - U.S. Ice Da,11/02/2025,11/06/2025,"Henderson, NV",2026-05-11T16:32:06+00:00,
2025,34272,https://ijs.usfigureskating.org/leaderboard/results/2025/34272/index.asp,200,2025 U.S. Collegiate Championships - Invitational,07/18/2025,07/20/2025,"Flossmoor, IL",2026-05-11T16:32:10+00:00,
2025,34424,https://ijs.usfigureskating.org/leaderboard/results/2025/34424/index.asp,200,Fort Collins Classic 2025,04/03/2025,04/06/2025,"Fort Collins, CO",2026-05-11T16:32:42+00:00,
2025,35103,https://ijs.usfigureskating.org/leaderboard/results/2025/35103/index.asp,200,NQS - 2025 Greater Chicagoland Fall Invitational,09/04/2025,09/07/2025,"Evanston, IL",2026-05-11T16:34:57+00:00,
2025,35490,https://ijs.usfigureskating.org/leaderboard/results/2025/35490/index.asp,200,2025 Synchro Illinois,01/17/2025,01/19/2025,"Evanston, IL",2026-05-11T16:36:14+00:00,
2025,35537,https://ijs.usfigureskating.org/leaderboard/results/2025/35537/index.asp,200,3rd Annual Paradise Coast Classic,06/05/2025,06/08/2025,"Estero, FL",2026-05-11T16:36:24+00:00,
2025,35539,https://ijs.usfigureskating.org/leaderboard/results/2025/35539/index.asp,200,2025 Prevagen U.S. Figure Skating Championships,01/19/2025,01/26/2025,"Wichita, KS",2026-05-11T16:36:24+00:00,
2025,35551,https://ijs.usfigureskating.org/leaderboard/results/2025/35551/index.asp,200,2025 Colonial Classic Synchronized Skating Competi,01/03/2025,01/05/2025,"Lowell, MA",2026-05-11T16:36:27+00:00,
2025,35558,https://ijs.usfigureskating.org/leaderboard/results/2025/35558/index.asp,200,2025 Ohio High School Team Championships,02/07/2025,02/09/2025,"Shaker Heights, Ohio",2026-05-11T16:36:28+00:00,
2025,35560,https://ijs.usfigureskating.org/leaderboard/results/2025/35560/index.asp,200,Utah Skatefest 2025,06/04/2025,06/07/2025,"West Valley City, UT",2026-05-11T16:36:29+00:00,
2025,35569,https://ijs.usfigureskating.org/leaderboard/results/2025/35569/index.asp,200,2025 Connecticut Synchronized Skating Classic,02/09/2025,02/09/2025,"Hamden, CT",2026-05-11T16:36:31+00:00,
2025,35601,https://ijs.usfigureskating.org/leaderboard/results/2025/35601/index.asp,200,Swan Synchro Skate 2025,02/15/2025,02/15/2025,"Beaver Dam, WI",2026-05-11T16:36:37+00:00,
2025,35604,https://ijs.usfigureskating.org/leaderboard/results/2025/35604/index.asp,200,Massena Figure Skating Inviational Competition 202,03/08/2025,03/08/2025,"Massena, NY",2026-05-11T16:36:38+00:00,
2025,35609,https://ijs.usfigureskating.org/leaderboard/results/2025/35609/index.asp,200,2025 Omaha Winter Festival,02/20/2025,02/23/2025,"Omaha, NE",2026-05-11T16:36:39+00:00,
2025,35612,https://ijs.usfigureskating.org/leaderboard/results/2025/35612/index.asp,200,2025 Tri-State Synchronized Skating Competition,02/14/2025,02/15/2025,"Mentor, OH",2026-05-11T16:36:40+00:00,
2025,35623,https://ijs.usfigureskating.org/leaderboard/results/2025/35623/index.asp,200,2025 Black Hills Gold Rush,02/14/2025,02/15/2025,"Rapid City, SD",2026-05-11T16:36:42+00:00,
2025,35624,https://ijs.usfigureskating.org/leaderboard/results/2025/35624/index.asp,200,2025 Splash of the Sound,03/21/2025,03/23/2025,"Bremerton, WA",2026-05-11T16:36:43+00:00,
2025,35636,https://ijs.usfigureskating.org/leaderboard/results/2025/35636/index.asp,200,NQS - 2025 Carousel Classic,09/12/2025,09/14/2025,"Eugene, OR",2026-05-11T16:36:45+00:00,
2025,35637,https://ijs.usfigureskating.org/leaderboard/results/2025/35637/index.asp,200,2025 Silicon Valley Open Non-Qualifying Competitio,08/07/2025,08/10/2025,"San Jose, CA",2026-05-11T16:36:46+00:00,
2025,35638,https://ijs.usfigureskating.org/leaderboard/results/2025/35638/index.asp,200,NQS - 2025 Silicon Valley Open,08/07/2025,08/09/2025,"San Jose, CA",2026-05-11T16:36:46+00:00,
2025,35645,https://ijs.usfigureskating.org/leaderboard/results/2025/35645/index.asp,200,NQS - 2025 Glacier Falls Summer Classic,07/30/2025,08/03/2025,"Anaheim, CA",2026-05-11T16:36:47+00:00,
2025,35653,https://ijs.usfigureskating.org/leaderboard/results/2025/35653/index.asp,200,NQS 2025 Golden West Championships,08/29/2025,08/31/2025,"Irvine, CA",2026-05-11T16:36:49+00:00,
2025,35654,https://ijs.usfigureskating.org/leaderboard/results/2025/35654/index.asp,200,2025 Colorado Springs Invitational-RMSG,09/11/2025,09/14/2025,"Monument, CO",2026-05-11T16:36:49+00:00,
2025,35655,https://ijs.usfigureskating.org/leaderboard/results/2025/35655/index.asp,200,38th Annual FL Open Figure Skating Championships,04/03/2025,04/06/2025,"Orlando, FL",2026-05-11T16:36:50+00:00,
2025,35656,https://ijs.usfigureskating.org/leaderboard/results/2025/35656/index.asp,200,First Coast Classic 2025,06/20/2025,06/22/2025,"Jacksonville, FL",2026-05-11T16:36:50+00:00,
2025,35657,https://ijs.usfigureskating.org/leaderboard/results/2025/35657/index.asp,200,2025 Westchester Classic,05/02/2025,05/04/2025,"Rye, NY",2026-05-11T16:36:50+00:00,
2025,35664,https://ijs.usfigureskating.org/leaderboard/results/2025/35664/index.asp,200,NQS - 2025 Atlanta Open,08/21/2025,08/24/2025,"Cumming, GA",2026-05-11T16:36:52+00:00,
2025,35672,https://ijs.usfigureskating.org/leaderboard/results/2025/35672/index.asp,200,NQS - SDS - 2025 Lake Placid Ice Dance Championshi,07/27/2025,07/31/2025,"Lake Placid, NY",2026-05-11T16:36:54+00:00,
2025,35676,https://ijs.usfigureskating.org/leaderboard/results/2025/35676/index.asp,200,2025 Red River Valley International Classic,02/13/2025,02/15/2025,"Moorhead, MN",2026-05-11T16:36:55+00:00,
2025,35701,https://ijs.usfigureskating.org/leaderboard/results/2025/35701/index.asp,200,NQS - 2025 Philadelphia Summer Championships,07/29/2025,08/03/2025,"Aston, PA",2026-05-11T16:37:00+00:00,
2025,35712,https://ijs.usfigureskating.org/leaderboard/results/2025/35712/index.asp,200,2025 Skate Chautauqua,08/15/2025,08/17/2025,"Jamestown, NY",2026-05-11T16:37:02+00:00,
2025,35715,https://ijs.usfigureskating.org/leaderboard/results/2025/35715/index.asp,200,2025 San Diego Sweetheart Classic Synchro,01/11/2025,01/11/2025,"Poway, CA",2026-05-11T16:37:03+00:00,
2025,35717,https://ijs.usfigureskating.org/leaderboard/results/2025/35717/index.asp,200,2025 Metro Indy Skating Challenge,05/30/2025,06/01/2025,"Carmel, IN",2026-05-11T16:37:03+00:00,
2025,35719,https://ijs.usfigureskating.org/leaderboard/results/2025/35719/index.asp,200,2025 Colonial Open,06/05/2025,06/08/2025,"Boxborough, MA",2026-05-11T16:37:04+00:00,
2025,35720,https://ijs.usfigureskating.org/leaderboard/results/2025/35720/index.asp,200,2025 Eastern Iowa Invitational,06/06/2025,06/08/2025,"Cedar Rapids, IA",2026-05-11T16:37:04+00:00,
2025,35721,https://ijs.usfigureskating.org/leaderboard/results/2025/35721/index.asp,200,2025 Jo Williams Memorial Cup,04/25/2025,04/27/2025,"Spokane, WA",2026-05-11T16:37:05+00:00,
2025,35722,https://ijs.usfigureskating.org/leaderboard/results/2025/35722/index.asp,200,2025 Sierra Nevada Ice Classic,05/31/2025,06/01/2025,"Reno, NV",2026-05-11T16:37:05+00:00,
2025,35723,https://ijs.usfigureskating.org/leaderboard/results/2025/35723/index.asp,200,2025 Princeton Lisa McGraw Webster Spring Classic,05/31/2025,06/01/2025,"Princeton, NJ",2026-05-11T16:37:05+00:00,
2025,35724,https://ijs.usfigureskating.org/leaderboard/results/2025/35724/index.asp,200,2025 Cardinal Classic,05/30/2025,06/01/2025,"Woodbridge, VA",2026-05-11T16:37:06+00:00,
2025,35725,https://ijs.usfigureskating.org/leaderboard/results/2025/35725/index.asp,200,46th Annual Pasadena Open Championships,09/19/2025,09/21/2025,"Pasadena, CA",2026-05-11T16:37:06+00:00,
2025,35726,https://ijs.usfigureskating.org/leaderboard/results/2025/35726/index.asp,200,2025 Copper State Classic,05/15/2025,05/18/2025,"Mesa, AZ",2026-05-11T16:37:06+00:00,
2025,35728,https://ijs.usfigureskating.org/leaderboard/results/2025/35728/index.asp,200,2025 Houston Invitational,03/07/2025,03/09/2025,"Houston, TX",2026-05-11T16:37:07+00:00,
2025,35729,https://ijs.usfigureskating.org/leaderboard/results/2025/35729/index.asp,200,CRC Kickoff 2025,04/25/2025,04/27/2025,"Chesapeake, VA",2026-05-11T16:37:07+00:00,
2025,35730,https://ijs.usfigureskating.org/leaderboard/results/2025/35730/index.asp,200,Ice Fest 2025,05/29/2025,06/01/2025,"Mountlake Ter, WA",2026-05-11T16:37:08+00:00,
2025,35731,https://ijs.usfigureskating.org/leaderboard/results/2025/35731/index.asp,200,2025 Genesee Invitational,04/04/2025,04/06/2025,"Rochester, NY",2026-05-11T16:37:08+00:00,
2025,35733,https://ijs.usfigureskating.org/leaderboard/results/2025/35733/index.asp,200,2025 Nassau County Figure Skating Championship,05/16/2025,05/18/2025,"Hicksville, NY",2026-05-11T16:37:08+00:00,
2025,35734,https://ijs.usfigureskating.org/leaderboard/results/2025/35734/index.asp,200,NQS - 2025 LA Autumn Classic,10/03/2025,10/05/2025,"El Segundo, CA",2026-05-11T16:37:09+00:00,
2025,35735,https://ijs.usfigureskating.org/leaderboard/results/2025/35735/index.asp,200,20th Annual California Championships,05/02/2025,05/04/2025,"Artesia, CA",2026-05-11T16:37:09+00:00,
2025,35739,https://ijs.usfigureskating.org/leaderboard/results/2025/35739/index.asp,200,Braemar Competition 2025,05/30/2025,06/01/2025,"Edina, MN",2026-05-11T16:37:10+00:00,
2025,35740,https://ijs.usfigureskating.org/leaderboard/results/2025/35740/index.asp,200,2025 Traverse City Cherry Classic,05/29/2025,06/01/2025,"Traverse City, MI",2026-05-11T16:37:10+00:00,
2025,35742,https://ijs.usfigureskating.org/leaderboard/results/2025/35742/index.asp,200,2025 Champlain Valley Open,05/03/2025,05/04/2025,"Burlington, VT",2026-05-11T16:37:11+00:00,
2025,35743,https://ijs.usfigureskating.org/leaderboard/results/2025/35743/index.asp,200,NQS - 2025 Texas Trophy,09/30/2025,10/04/2025,"Plano, TX",2026-05-11T16:37:11+00:00,
2025,35744,https://ijs.usfigureskating.org/leaderboard/results/2025/35744/index.asp,200,Skate Dallas 2025,06/05/2025,06/08/2025,"Allen, TX",2026-05-11T16:37:12+00:00,
2025,35746,https://ijs.usfigureskating.org/leaderboard/results/2025/35746/index.asp,200,2025 Sunflower Classic,03/15/2025,03/16/2025,"Minnetonka, MN",2026-05-11T16:37:12+00:00,
2025,35747,https://ijs.usfigureskating.org/leaderboard/results/2025/35747/index.asp,200,Fiesta Skate 2025,04/10/2025,04/13/2025,"Peoria, AZ",2026-05-11T16:37:13+00:00,
2025,35748,https://ijs.usfigureskating.org/leaderboard/results/2025/35748/index.asp,200,2025 White Rose Invitational,05/24/2025,05/25/2025,"York, PA",2026-05-11T16:37:13+00:00,
2025,35750,https://ijs.usfigureskating.org/leaderboard/results/2025/35750/index.asp,200,2025 Boston Open Spring,03/14/2025,03/16/2025,"Norwood, MA",2026-05-11T16:37:14+00:00,
2025,35751,https://ijs.usfigureskating.org/leaderboard/results/2025/35751/index.asp,200,2025 Magic City International Figure Skating Compe,01/31/2025,02/01/2025,"Minot, ND",2026-05-11T16:37:14+00:00,
2025,35754,https://ijs.usfigureskating.org/leaderboard/results/2025/35754/index.asp,200,36th Annual Eau Claire Figure Skating Competition,03/07/2025,03/08/2025,"Eau Claire, WI",2026-05-11T16:37:15+00:00,
2025,35755,https://ijs.usfigureskating.org/leaderboard/results/2025/35755/index.asp,200,36th Annual Eau Claire Figure Skating Competiion (,03/09/2025,03/09/2025,"Chippewa Falls, WI",2026-05-11T16:37:15+00:00,
2025,35756,https://ijs.usfigureskating.org/leaderboard/results/2025/35756/index.asp,200,2025 Roseville Open Competition,05/15/2025,05/18/2025,"Roseville, MN",2026-05-11T16:37:15+00:00,
2025,35757,https://ijs.usfigureskating.org/leaderboard/results/2025/35757/index.asp,200,2025 High Altitude Skating Challenge,02/20/2025,02/23/2025,"Kearns, UT",2026-05-11T16:37:16+00:00,
2025,35758,https://ijs.usfigureskating.org/leaderboard/results/2025/35758/index.asp,200,2025 Morris Open,03/21/2025,03/23/2025,"Morristown, NJ",2026-05-11T16:37:16+00:00,
2025,35759,https://ijs.usfigureskating.org/leaderboard/results/2025/35759/index.asp,200,50th Annual Howard E. Van Camp Invitational,03/14/2025,03/16/2025,"East Lansing, MI",2026-05-11T16:37:16+00:00,
2025,35763,https://ijs.usfigureskating.org/leaderboard/results/2025/35763/index.asp,200,Skate Vegas 2025,05/07/2025,05/11/2025,"Henderson, NV",2026-05-11T16:37:17+00:00,
2025,35764,https://ijs.usfigureskating.org/leaderboard/results/2025/35764/index.asp,200,2025 North Shore Open,05/15/2025,05/18/2025,"Reading, MA",2026-05-11T16:37:18+00:00,
2025,35766,https://ijs.usfigureskating.org/leaderboard/results/2025/35766/index.asp,200,Skate Wilmington 2025,07/16/2025,07/20/2025,"Wilmington, DE",2026-05-11T16:37:18+00:00,
2025,35768,https://ijs.usfigureskating.org/leaderboard/results/2025/35768/index.asp,200,45th Annual Nortland Figure Skating Competition,01/16/2025,01/19/2025,"Duluth, MN",2026-05-11T16:37:19+00:00,
2025,35771,https://ijs.usfigureskating.org/leaderboard/results/2025/35771/index.asp,200,Skate Nashville 2025,04/10/2025,04/13/2025,"Nashville, TN",2026-05-11T16:37:20+00:00,
2025,35773,https://ijs.usfigureskating.org/leaderboard/results/2025/35773/index.asp,200,50th Annual Ladybug Competition,04/23/2025,04/27/2025,"Flossmoor, IL",2026-05-11T16:37:20+00:00,
2025,35774,https://ijs.usfigureskating.org/leaderboard/results/2025/35774/index.asp,200,2025 Peach Classic,07/19/2025,07/20/2025,"Duluth, GA",2026-05-11T16:37:21+00:00,
2025,35775,https://ijs.usfigureskating.org/leaderboard/results/2025/35775/index.asp,200,2025 Orange Blossom,07/10/2025,07/13/2025,"Clearwater, FL",2026-05-11T16:37:21+00:00,
2025,35781,https://ijs.usfigureskating.org/leaderboard/results/2025/35781/index.asp,200,2025 New Year's Invitational,01/04/2025,01/05/2025,"Haymarket, VA",2026-05-11T16:37:23+00:00,
2025,35783,https://ijs.usfigureskating.org/leaderboard/results/2025/35783/index.asp,200,NQS - 2025 Potomac Memorial Open,08/15/2025,08/17/2025,"Ashburn, VA",2026-05-11T16:37:23+00:00,
2025,35784,https://ijs.usfigureskating.org/leaderboard/results/2025/35784/index.asp,200,2025 Spring Jubilee,05/09/2025,05/10/2025,"San Jose, CA",2026-05-11T16:37:23+00:00,
2025,35787,https://ijs.usfigureskating.org/leaderboard/results/2025/35787/index.asp,200,41st Margaret Faulkner Springtime Invitational,05/15/2025,05/18/2025,"Ann Arbor, MI",2026-05-11T16:37:25+00:00,
2025,35788,https://ijs.usfigureskating.org/leaderboard/results/2025/35788/index.asp,200,Magnolia Open 2025,03/06/2025,03/09/2025,"Alpharetta, GA",2026-05-11T16:37:25+00:00,
2025,35791,https://ijs.usfigureskating.org/leaderboard/results/2025/35791/index.asp,200,13th Annual Snow Town Invitational,02/14/2025,02/16/2025,"Watertown, NY",2026-05-11T16:37:26+00:00,
2025,35793,https://ijs.usfigureskating.org/leaderboard/results/2025/35793/index.asp,200,2025 Heart of America Invitational,05/30/2025,06/01/2025,"Overland Park, KS",2026-05-11T16:37:26+00:00,
2025,35795,https://ijs.usfigureskating.org/leaderboard/results/2025/35795/index.asp,200,Chesapeake Open and Compete USA 2025,06/18/2025,06/22/2025,"Laurel, MD",2026-05-11T16:37:27+00:00,
2025,35798,https://ijs.usfigureskating.org/leaderboard/results/2025/35798/index.asp,200,2025 Southport Summer Classic,06/11/2025,06/14/2025,"Pleasant Prairie, WI",2026-05-11T16:37:28+00:00,
2025,35799,https://ijs.usfigureskating.org/leaderboard/results/2025/35799/index.asp,200,"2025 Northern Star Individual, LTS, and Synchro Co",01/09/2025,01/12/2025,"East Grand Forks, MN",2026-05-11T16:37:28+00:00,
2025,35800,https://ijs.usfigureskating.org/leaderboard/results/2025/35800/index.asp,200,2025 Reflections Synchro Invitational,02/16/2025,02/17/2025,"Hershey, PA",2026-05-11T16:37:28+00:00,
2025,35801,https://ijs.usfigureskating.org/leaderboard/results/2025/35801/index.asp,200,2025 Columbus Invitational,03/07/2025,03/09/2025,"Columbus, IN",2026-05-11T16:37:29+00:00,
2025,35803,https://ijs.usfigureskating.org/leaderboard/results/2025/35803/index.asp,200,The 5th Annual Quad Cities Victory Skate,03/28/2025,03/29/2025,"Davenport, IA",2026-05-11T16:37:29+00:00,
2025,35807,https://ijs.usfigureskating.org/leaderboard/results/2025/35807/index.asp,200,2025 North Atlantic Open,02/28/2025,03/02/2025,"Falmouth, ME",2026-05-11T16:37:30+00:00,
2025,35810,https://ijs.usfigureskating.org/leaderboard/results/2025/35810/index.asp,200,2025 Mountain Classic,05/03/2025,05/04/2025,"Wilkes Barre, PA",2026-05-11T16:37:31+00:00,
2025,35811,https://ijs.usfigureskating.org/leaderboard/results/2025/35811/index.asp,200,2025 Skate Kansas City,04/03/2025,04/06/2025,"Shawnee, KS",2026-05-11T16:37:31+00:00,
